"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x237019593","x1215918441275838465",2020-01-11 08:48:41,"marciaore62","Brexit happening and Stormant resolved after three years of impasse? Coincidence?","Twitter for iPhone",81,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/1b676cd4b8a8684a.json","Southampton","Southampton, England","city","United Kingdom","GB","NA NA","NA NA","-1.476463 -1.3164712 -1.3164712 -1.476463 50.883056 50.883056 50.959599 50.959599","https://twitter.com/marciaore62/status/1215918441275838465","Marcia Ore MSc MA MinstLM MAC","Southampton, United Kingdom","Equality, Diversity and Inclusion specialist,School Governor, Facilitator for Development and Retired Police Sergeant. Personal views reflected.",NA,FALSE,837,1396,30,31521,11624,2011-01-11 22:12:44,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/237019593/1557233682","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1125745988109520896/_gUtRc67_normal.png"
"x865962872089833473","x1215917442192506881",2020-01-11 08:44:43,"adechapmanlaw","What a bloody loon. Johnson isn't much better, just keeps shouting about get brexit done.... https://t.co/swrCX9P3DB","Twitter for Android",92,NA,NA,NA,TRUE,FALSE,0,0,NA,NA,NA,NA,"twitter.com/iancollinsuk/s…","https://t.co/swrCX9P3DB","https://twitter.com/iancollinsuk/status/1215905530432163840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","x1215905530432163840","What the ——- is going on here? #NATOMEtoo  https://t.co/7iqyltQPbq",2020-01-11 07:57:23,"Twitter for iPhone",134,41,"x95877096","iancollinsuk","Ian Collins",46855,7204,42288,"Kent.","Former LBC, now BBC Breakfast Show presenter  - Kent|UK. Writer & Journo etc. Latest book out now. 
Supporting the Black Cab Industry",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/7de31e05e99a00f8.json","Bournemouth","Bournemouth, England","city","United Kingdom","GB","NA NA","NA NA","-1.93759 -1.7676241 -1.7676241 -1.93759 50.7095004 50.7095004 50.775036 50.775036","https://twitter.com/adechapmanlaw/status/1215917442192506881","Adrian Chapmanlaw","Bournemouth, England","love RC pretty much anything that flies and electric vehicles and renewable tech. work at AccuRC simulator","https://t.co/69QzGGOw17",FALSE,80,306,0,5450,5416,2017-05-20 16:10:12,FALSE,"https://t.co/69QzGGOw17","http://www.accurc.com",NA,"https://pbs.twimg.com/profile_banners/865962872089833473/1561395321",NA,"http://pbs.twimg.com/profile_images/1143200949403566081/OPJLg5Ub_normal.jpg"
"x900767250663211008","x1215761036265054211",2020-01-10 22:23:13,"jsjules65","@mikegalsworthy I think all the churches in England should ring a muffled peal on Brexit Day","Twitter for Android",76,"x1215583050505113600","x34247411","mikegalsworthy",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x34247411","mikegalsworthy","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/7de31e05e99a00f8.json","Bournemouth","Bournemouth, England","city","United Kingdom","GB","NA NA","NA NA","-1.93759 -1.7676241 -1.7676241 -1.93759 50.7095004 50.7095004 50.775036 50.775036","https://twitter.com/jsjules65/status/1215761036265054211","Julian Smith","Bournemouth, England","",NA,FALSE,12,59,0,471,287,2017-08-24 17:10:22,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/900767250663211008/1543358255",NA,"http://pbs.twimg.com/profile_images/1067548016364658693/bS12S3Lz_normal.jpg"
"x215798163","x1215172108952707072",2020-01-09 07:23:02,"Jonathan3836","@BorisJohnson do you really want to reunite our country- them make the case for an extension to get us the most comprehensive deal possible. You know some companies are already leaving the UK because of Brexit - don’t create impetus for more to follow https://t.co/8KwZSYGZQh","Twitter for iPhone",251,NA,"x3131144855","BorisJohnson",TRUE,FALSE,0,0,NA,NA,NA,NA,"twitter.com/vonderleyen/st…","https://t.co/8KwZSYGZQh","https://twitter.com/vonderleyen/status/1214877107748327430",NA,NA,NA,NA,NA,NA,NA,NA,"x3131144855","BorisJohnson","en","x1214877107748327430","#LSEEurope: Before the end of the month, I expect both the British &amp; European Parliaments to ratify the agreement. In just over 3 weeks, on the 31st of January, the UK will spend its last day as a member state. This will be a tough and emotional day.",2020-01-08 11:50:48,"Twitter Web App",2932,1023,"x1146329871418843136","vonderleyen","Ursula von der Leyen",195596,94,229,"","President of the @EU_Commission. Mother of seven. Brussels-born. European by heart. <U+0001F1EA><U+0001F1FA>",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/4a3db0934d37522f.json","Melksham","Melksham, England","city","United Kingdom","GB","NA NA","NA NA","-2.153043 -2.1107425 -2.1107425 -2.153043 51.352531 51.352531 51.388976 51.388976","https://twitter.com/Jonathan3836/status/1215172108952707072","Jonathan Barber","wiltshire","A normal bloke who loves his family, reading, and supporting CFC. Also trying to play <U+0001F3CC><U+FE0F><U+200D><U+2640><U+FE0F>. Views my own. would like to see nastiness removed from Twitter",NA,FALSE,175,401,2,1772,1671,2010-11-14 23:11:20,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/215798163/1578471290","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1214822742731702273/heiqc4RA_normal.jpg"
"x215798163","x1215758954799738882",2020-01-10 22:14:57,"Jonathan3836","@AWMurrison Is it just me or is there just a huge sad irony to this. I know once brexit happens co-operation won’t cease - but how much more could we achieve if we had stayed. Very sad in my opinion.","Twitter for iPhone",187,"x1215699043822731265","x759067032","AWMurrison",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x759067032","AWMurrison","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/4a3db0934d37522f.json","Melksham","Melksham, England","city","United Kingdom","GB","NA NA","NA NA","-2.153043 -2.1107425 -2.1107425 -2.153043 51.352531 51.352531 51.388976 51.388976","https://twitter.com/Jonathan3836/status/1215758954799738882","Jonathan Barber","wiltshire","A normal bloke who loves his family, reading, and supporting CFC. Also trying to play <U+0001F3CC><U+FE0F><U+200D><U+2640><U+FE0F>. Views my own. would like to see nastiness removed from Twitter",NA,FALSE,175,401,2,1772,1671,2010-11-14 23:11:20,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/215798163/1578471290","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1214822742731702273/heiqc4RA_normal.jpg"
"x62509895","x1215583737242669056",2020-01-10 10:38:42,"sads55","@ItsGrahamParker Haha! Yeah that Roger Daltrey knows a thing or 2, what with his views on brexit etc, no, wait a minute...<U+0001F92A>","Twitter for iPhone",106,"x1212869342746103814","x831188557","ItsGrahamParker",FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x831188557","ItsGrahamParker","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/1b676cd4b8a8684a.json","Southampton","Southampton, England","city","United Kingdom","GB","NA NA","NA NA","-1.476463 -1.3164712 -1.3164712 -1.476463 50.883056 50.883056 50.959599 50.959599","https://twitter.com/sads55/status/1215583737242669056","Dave Sadler #PRO-EU <U+0001F1EA><U+0001F1FA> bit of a left-tard <U+0001F1F5><U+0001F1F8>","Southampton, England","Pirate; ex-soldier;ex-athlete; still capable of demolishing huge plates of pasta; fluent in German; human.","https://t.co/N408U3qf3n",FALSE,2487,4848,7,11451,36685,2009-08-03 13:06:42,FALSE,"https://t.co/N408U3qf3n","http://www.blogger.com/profile/02623950243587683165",NA,"https://pbs.twimg.com/profile_banners/62509895/1447662565","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/838258832895688704/tL61MQyp_normal.jpg"
"x550768997","x1215562710303367168",2020-01-10 09:15:08,"paulotcm","@timjsmith_uk @ShadowZ89806817 @bbclaurak But everyone knew the rules before voting. Had there been a real desire to stop Brexit, why did all the Remainers not vote for the Lib Dems?","Twitter for Android",140,"x1215391021506420737","x747150103123795969","timjsmith_uk",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x747150103123795969 x1181181321005191168 x61183568","timjsmith_uk ShadowZ89806817 bbclaurak","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/6bf904742cad262f.json","Coleshill","Coleshill, England","city","United Kingdom","GB","NA NA","NA NA","-1.663505 -1.6568381 -1.6568381 -1.663505 51.6391648 51.6391648 51.6444204 51.6444204","https://twitter.com/paulotcm/status/1215562710303367168","Paul Stfc","Swindon","Swindon Town fan. Let There Be Rock. <U+0001F3B8> <U+0001F3B8> Rammstein. Voted leave, still want to leave!","https://t.co/jwtZcAG8qo",FALSE,439,1153,9,5442,3288,2012-04-11 07:04:39,FALSE,"https://t.co/jwtZcAG8qo","http://www.oaktreecabinetmakers.co.uk",NA,"https://pbs.twimg.com/profile_banners/550768997/1522570715","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1147675616206102529/OYs3yumx_normal.jpg"
"x2565036819","x1214941441878876161",2020-01-08 16:06:26,"turnbullbird","@LeaveMnsLeave He better be or he is out at the next election and the brexit party will target his seats next time","Twitter for iPhone",99,"x1214919181856051200","x776368806553845760","LeaveMnsLeave",FALSE,FALSE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x776368806553845760","LeaveMnsLeave","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/68bfa0aee2de27fb.json","Wantage","Wantage, England","city","United Kingdom","GB","NA NA","NA NA","-1.4443104 -1.4058687 -1.4058687 -1.4443104 51.5783826 51.5783826 51.5993321 51.5993321","https://twitter.com/turnbullbird/status/1214941441878876161","Joe turnbull<U+0001F1EC><U+0001F1E7> <U+0001F1EC><U+0001F1E7> <U+0001F1EC><U+0001F1E7> <U+0001F1EC><U+0001F1E7>","Wantage, <U+0001F1EC><U+0001F1E7>","loyal British citizen, <U+0001F1EC><U+0001F1E7> military, <U+0001F1EC><U+0001F1E7> engineer and supply chain and operations executive and programme leader pro brexit - passionate about it",NA,FALSE,241,360,6,9263,8277,2014-05-26 10:15:29,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/2565036819/1571496004","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/470871968812900352/CVEfwhwh_normal.jpeg"
"x2565036819","x1214850949270761472",2020-01-08 10:06:51,"turnbullbird","This is pathetic for such an historic day - perhaps the brexit party should travel to Westminster armed with handbells and complete the task manually - remainers are like children - sore spoilt losers https://t.co/0DzQslA5S3","Twitter for iPhone",200,NA,NA,NA,TRUE,FALSE,0,0,NA,NA,NA,NA,"twitter.com/BrexitBetrayed…","https://t.co/0DzQslA5S3","https://twitter.com/BrexitBetrayed/status/1214642614693175297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","x1214642614693175297","No Big Ben bong to celebrate Brexit day after House speaker rejects Tory MPs’ proposal

<U+0001F621><U+0001F621><U+0001F621>

https://t.co/2dRvPJIk8O",2020-01-07 20:19:00,"Buffer",54,51,"x1106193729235402753","BrexitBetrayed","<U+0001F1EC><U+0001F1E7> <U+0001D5D5><U+0001D5D5> <U+0001F1EC><U+0001F1E7>",17691,6140,19824,"United Kingdom <U+0001F1EC><U+0001F1E7>","Follow for the latest #Brexit news, polls etc & my own views on this debacle. Fighting for democracy & to see the referendum honoured. #BrexitParty supporter.",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/68bfa0aee2de27fb.json","Wantage","Wantage, England","city","United Kingdom","GB","NA NA","NA NA","-1.4443104 -1.4058687 -1.4058687 -1.4443104 51.5783826 51.5783826 51.5993321 51.5993321","https://twitter.com/turnbullbird/status/1214850949270761472","Joe turnbull<U+0001F1EC><U+0001F1E7> <U+0001F1EC><U+0001F1E7> <U+0001F1EC><U+0001F1E7> <U+0001F1EC><U+0001F1E7>","Wantage, <U+0001F1EC><U+0001F1E7>","loyal British citizen, <U+0001F1EC><U+0001F1E7> military, <U+0001F1EC><U+0001F1E7> engineer and supply chain and operations executive and programme leader pro brexit - passionate about it",NA,FALSE,241,360,6,9263,8277,2014-05-26 10:15:29,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/2565036819/1571496004","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/470871968812900352/CVEfwhwh_normal.jpeg"
"x2565036819","x1215552278435942400",2020-01-10 08:33:41,"turnbullbird","Labour is finished - the great betrayal of the the poverty stricken communities over brexit will never be forgotten https://t.co/xxoJ8Nntvd","Twitter for iPhone",115,NA,NA,NA,TRUE,FALSE,1,1,NA,NA,NA,NA,"twitter.com/ArchRose90/sta…","https://t.co/xxoJ8Nntvd","https://twitter.com/ArchRose90/status/1215414600243601409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","x1215414600243601409","“Should the Labour Party make a clean break from Corbynism?”

Yes. It also needs to accept that Brexit is happening, stop telling communities that they *need* them, a shadow cabinet with actual talent, ignore anything Owen Jones &amp; Ash Sarkar says &amp; stop blaming the press. #bbcqt",2020-01-09 23:26:36,"Twitter for iPhone",412,71,"x1647291168","ArchRose90","The People’s Chris Rose",18013,1338,22234,"West Midlands, England","P2 Graduate Architect <U+0001F618>, Conservative, post Brexit Britain <U+0001F60D>, Politico, gym enthusiast, Interested in cryptocurrencies (I will mention it <U+0001F609>) Rt<U+2260>endorsement",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/68bfa0aee2de27fb.json","Wantage","Wantage, England","city","United Kingdom","GB","NA NA","NA NA","-1.4443104 -1.4058687 -1.4058687 -1.4443104 51.5783826 51.5783826 51.5993321 51.5993321","https://twitter.com/turnbullbird/status/1215552278435942400","Joe turnbull<U+0001F1EC><U+0001F1E7> <U+0001F1EC><U+0001F1E7> <U+0001F1EC><U+0001F1E7> <U+0001F1EC><U+0001F1E7>","Wantage, <U+0001F1EC><U+0001F1E7>","loyal British citizen, <U+0001F1EC><U+0001F1E7> military, <U+0001F1EC><U+0001F1E7> engineer and supply chain and operations executive and programme leader pro brexit - passionate about it",NA,FALSE,241,360,6,9263,8277,2014-05-26 10:15:29,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/2565036819/1571496004","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/470871968812900352/CVEfwhwh_normal.jpeg"
"x237773578","x1215178075404734469",2020-01-09 07:46:44,"johnedwards0955","It's beginning to feel a bit like Brexit https://t.co/OxydOnbtpS","Twitter for Android",64,NA,NA,NA,FALSE,FALSE,0,1,NA,NA,NA,NA,"vote-watch.co.uk/waving-the-whi…","https://t.co/OxydOnbtpS","http://vote-watch.co.uk/waving-the-white-flag-eu-president-finally-accepts-defeat-admits-brexit-is-happening/amp/?__twitter_impression=true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3d5b770553a36b34.json","Fair Oak","Fair Oak, England","city","United Kingdom","GB","NA NA","NA NA","-1.342025 -1.283609 -1.283609 -1.342025 50.9556611 50.9556611 50.982119 50.982119","https://twitter.com/johnedwards0955/status/1215178075404734469","John Edwards","Eastleigh, Hampshire","Busy self employed gardener","https://t.co/m8Vt85tnG4",FALSE,229,309,6,4295,3147,2011-01-13 16:06:19,FALSE,"https://t.co/m8Vt85tnG4","http://anenglishgardener.org",NA,"https://pbs.twimg.com/profile_banners/237773578/1524578913","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1142739007652159490/7NkcPd4L_normal.jpg"
"x237773578","x1215538504819728385",2020-01-10 07:38:57,"johnedwards0955","This  is where we see if Boris walks the walk.https://t.co/FlpwudIXeR","Twitter for Android",69,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,"express.co.uk/news/politics/…","https://t.co/FlpwudIXeR","https://www.express.co.uk/news/politics/1225950/brexit-latest-news-boris-johnson-uk-eu-news-ursula-von-der-leyen-latest/amp?__twitter_impression=true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3d5b770553a36b34.json","Fair Oak","Fair Oak, England","city","United Kingdom","GB","NA NA","NA NA","-1.342025 -1.283609 -1.283609 -1.342025 50.9556611 50.9556611 50.982119 50.982119","https://twitter.com/johnedwards0955/status/1215538504819728385","John Edwards","Eastleigh, Hampshire","Busy self employed gardener","https://t.co/m8Vt85tnG4",FALSE,229,309,6,4295,3147,2011-01-13 16:06:19,FALSE,"https://t.co/m8Vt85tnG4","http://anenglishgardener.org",NA,"https://pbs.twimg.com/profile_banners/237773578/1524578913","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1142739007652159490/7NkcPd4L_normal.jpg"
"x2935349277","x1215395458832588800",2020-01-09 22:10:32,"Peterjh67","Yesterday, the Tories voted down Labour's amendment that would have protected the commitment to family reunion for unaccompanied refugee children post-Brexit. Sign the open letter now to protect child refugees:
https://t.co/Qn9XXIrGw5","Twitter for Android",234,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,"cards.twitter.com/cards/18ce547k…","https://t.co/Qn9XXIrGw5","https://cards.twitter.com/cards/18ce547k7hu/8rh97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/381b5744987ae0bd.json","Swindon","Swindon, England","city","United Kingdom","GB","NA NA","NA NA","-1.8519024 -1.719477 -1.719477 -1.8519024 51.535198 51.535198 51.6108189 51.6108189","https://twitter.com/Peterjh67/status/1215395458832588800","Peter Hancock","Swindon","never give up and face things head on. Appreciate what you have and don't complain about what you don't have.","http://t.co/1z1skQjeEX",FALSE,178,416,2,2787,3804,2014-12-21 15:15:10,FALSE,"http://t.co/1z1skQjeEX","http://www.assuredcommissioning.com",NA,"https://pbs.twimg.com/profile_banners/2935349277/1419176094","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/561803238719377408/oSI_tKsG_normal.jpeg"
"x120608274","x1215374922836373505",2020-01-09 20:48:56,"GoatmanUX","@jesscalice Yeah but didn't they change it so you don't have to whack it anymore fucking brexit I swear man","Twitter for Android",95,"x1215365357336236032","x501144439","jesscalice",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x501144439","jesscalice","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/1b676cd4b8a8684a.json","Southampton","Southampton, England","city","United Kingdom","GB","NA NA","NA NA","-1.476463 -1.3164712 -1.3164712 -1.476463 50.883056 50.883056 50.959599 50.959599","https://twitter.com/GoatmanUX/status/1215374922836373505","Sam Spencer","Southampton, UK","Big memes, Big dreams



All opinions my own","https://t.co/biJuvwEYCU",FALSE,361,566,11,7785,1805,2010-03-07 00:24:57,FALSE,"https://t.co/biJuvwEYCU","http://www.goatmanUX.com",NA,"https://pbs.twimg.com/profile_banners/120608274/1551098175","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/974690405794107393/ZqVy_QOk_normal.jpg"
"x969568485700526080","x1215371018388344832",2020-01-09 20:33:25,"TestValleyWalks","Yesterday, the Tories voted down Kier Stammer’s  amendment that would have protected the commitment to family reunion for unaccompanied refugee children post-Brexit. Sign the open letter now to protect child refugees:
https://t.co/GimMW8zEMa","Twitter for iPhone",241,NA,NA,NA,FALSE,FALSE,2,0,NA,NA,NA,NA,"cards.twitter.com/cards/18ce547k…","https://t.co/GimMW8zEMa","https://cards.twitter.com/cards/18ce547k7hu/8rh97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/75d7a55d9ac0b549.json","Nether Wallop","Nether Wallop, England","city","United Kingdom","GB","NA NA","NA NA","-1.580243 -1.563505 -1.563505 -1.580243 51.124046 51.124046 51.129101 51.129101","https://twitter.com/TestValleyWalks/status/1215371018388344832","Janet Herring","United Kingdom","Loving life in the great outdoors - Nordic Walking Instructor - 10yrs post BC <U+0001F45F>#walking #wellbeing <U+0001F60A>#greenexercise #social  #TestValley #Hampshire","https://t.co/Wkax8JyRPr",FALSE,306,990,5,5768,10472,2018-03-02 13:41:55,FALSE,"https://t.co/Wkax8JyRPr","http://www.testvalleynordicwalking.co.uk",NA,"https://pbs.twimg.com/profile_banners/969568485700526080/1519998380",NA,"http://pbs.twimg.com/profile_images/1017134128100270081/W2kIDhfQ_normal.jpg"
"x261729893","x1215364821962674176",2020-01-09 20:08:48,"DukeOfBelmsford","@Wyldbore82 @DailyMirror As stupid as Voting Brexit Farty? <U+0001F602>","Twitter for iPhone",35,"x1215357005646434307","x169106334","Wyldbore82",FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x169106334 x16887175","Wyldbore82 DailyMirror","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/2ec1038a2f849d45.json","Totton","Totton, England","city","United Kingdom","GB","NA NA","NA NA","-1.5253284 -1.477062 -1.477062 -1.5253284 50.9015904 50.9015904 50.935343 50.935343","https://twitter.com/DukeOfBelmsford/status/1215364821962674176","Alan Tracey","","",NA,FALSE,153,943,3,2545,19264,2011-03-06 15:42:25,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1412936463/image_normal.jpg"
"x135353509","x1215339118525284359",2020-01-09 18:26:40,"jay_brooks91","You support Brexit you definitely don’t know about grime https://t.co/RxD7fcz8ur","Twitter for iPhone",56,NA,NA,NA,TRUE,FALSE,0,0,NA,NA,NA,NA,"twitter.com/therealpmbo/st…","https://t.co/RxD7fcz8ur","https://twitter.com/therealpmbo/status/1215303832953114624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en","x1215303832953114624","@NJamesWorld Let's not forget the BBC who thought it was a good idea to have him perform a bible reading on Christmas Day.

You really couldnt make it up.",2020-01-09 16:06:27,"Twitter Web App",77,11,"x70674501","therealpmbo","Phil Merson #GetBrexitDone",1497,1594,1919,"","Soft Brexit / Hard Brexit are the greatest con of our time. It's just Brexit. It was only ever Brexit.",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/6d3561394ffa8f4a.json","Trowbridge","Trowbridge, England","city","United Kingdom","GB","NA NA","NA NA","-2.2353965 -2.1714025 -2.1714025 -2.2353965 51.301601 51.301601 51.347199 51.347199","https://twitter.com/jay_brooks91/status/1215339118525284359","Jay TC","hyperboilic time chamber","","https://t.co/1DnvtEKHfn",FALSE,1597,1780,11,86774,33522,2010-04-21 02:25:54,FALSE,"https://t.co/1DnvtEKHfn","http://Www.google.com",NA,"https://pbs.twimg.com/profile_banners/135353509/1572370009","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1215662945415450625/6Hn7VopS_normal.jpg"
"x135353509","x1214977614554783745",2020-01-08 18:30:11,"jay_brooks91","Brexit has been completed  #Ruin2020In4Words","Twitter for iPhone",44,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,"Ruin2020In4Words",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/6d3561394ffa8f4a.json","Trowbridge","Trowbridge, England","city","United Kingdom","GB","NA NA","NA NA","-2.2353965 -2.1714025 -2.1714025 -2.2353965 51.301601 51.301601 51.347199 51.347199","https://twitter.com/jay_brooks91/status/1214977614554783745","Jay TC","hyperboilic time chamber","","https://t.co/1DnvtEKHfn",FALSE,1597,1780,11,86774,33522,2010-04-21 02:25:54,FALSE,"https://t.co/1DnvtEKHfn","http://Www.google.com",NA,"https://pbs.twimg.com/profile_banners/135353509/1572370009","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1215662945415450625/6Hn7VopS_normal.jpg"
